timestamp,judge_model,vignette_id,persona_id,model,condition,clarity,relevance,importance,representativeness,g1_grounded,g2_narrative,g3_explicit,g4_relevant,dsm_a,dsm_b,dsm_c,dsm_d,dsm_e,dsm_g,ec_threat,ec_appraisals,ec_memory,ec_strategies,ec_triggers,rationale
2026-05-12T13:45:00.668727,claude-opus-4-5-20251101,V011,239,claude-haiku-4-5,zero_shot,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,1,"This is an exceptionally well-crafted vignette that presents a realistic, nuanced portrayal of PTSD in an older professional following a terrorist attack. It explicitly demonstrates all DSM-5 criteria through naturalistic narrative: Criterion A (terrorist bombing), B (nightmares of storage room, intrusive memories), C (avoids crowds, news, sudden noises), D (loss of sense of safety - ""safety is no longer something he can feel""), E (exaggerated startle to backfire/fireworks, sleep disturbance, hypervigilance), and G (forced early retirement, functional impairment). The Ehlers & Clark components are well-represented including current threat (""safety is no longer something he can feel, only something he can construct""), negative appraisals about permanent loss of safety, maladaptive coping through avoidance and rigid routines, and specific triggers (fireworks, car backfire). The memory is described as ""crystalline clarity"" rather than fragmented, so ec_memory is absent."
2026-05-12T13:45:10.193978,claude-opus-4-5-20251101,V012,252,qwen3.6-35b,zero_shot,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,0,1,1,1,"This is an exceptionally well-crafted vignette depicting chronic PTSD following witnessed violence (shooting) in a workplace setting. The narrative beautifully illustrates intrusion symptoms (vivid sensory memories, startle to cracker drop), avoidance (service entrance, avoiding news/crowds), hypervigilance (scanning parking lot, noting hands/jackets, positioning near door), and negative mood (emotional numbing, detachment, ""hollow space""). The sense of current threat is explicit (""the world feels like it is holding its breath, waiting for the next crack""). Triggers are clearly identified (sounds resembling gunshots, automatic doors, scanner beeps). The only weakness is the absence of explicit negative appraisals about self or world beyond the threat perception."
2026-05-12T13:45:21.561304,claude-opus-4-5-20251101,V013,149,deepseek-reasoner,no_formulation,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-crafted vignette that reads as a genuine personal narrative while explicitly demonstrating all DSM-5 PTSD criteria and Ehlers & Clark cognitive model components. The trauma (violent assault by a trusted colleague) is clearly described, along with intrusion symptoms (racing heart transporting him back), avoidance (avoiding joint operations, gatherings, news), negative cognitions (betrayal, sense of injustice, badge no longer feeling like his), hyperarousal (scanning rooms, exaggerated startle, irritability), and functional impairment (written warning at work, marital strain). The vignette explicitly addresses fragmented memory quality, interoceptive triggers (racing heart), sense of current threat (certain something dangerous is about to happen), and maladaptive coping strategies (avoidance, withdrawal). The institutional betrayal theme adds clinical depth and realism."
2026-05-12T13:45:30.877002,claude-opus-4-5-20251101,V014,112,gpt-5.4-mini,no_formulation,3,3,3,3,3,3,3,3,1,1,1,1,0,1,1,1,1,1,1,"This is an exceptionally well-crafted vignette that presents a realistic PTSD case following a natural disaster. The narrative quality is outstanding—it reads as a genuine clinical presentation rather than a symptom checklist, with rich detail about Minh's subjective experience. The vignette explicitly demonstrates trauma memory characteristics (fragmented, feeling unreal, sensory intrusions like the taste of floodwater), clear triggers (physical sensations, news about storms, discussions of emergencies), negative appraisals (feeling permanently different, unable to trust others' understanding), and avoidance strategies (avoiding trauma-related conversations, organizing days to avoid being caught off guard). The main limitation is the absence of explicit hyperarousal symptoms (Criterion E)—while hypervigilance to physical sensations is implied, classic symptoms like exaggerated startle, sleep disturbance, or irritability are not clearly stated."
2026-05-12T13:45:40.880417,claude-opus-4-5-20251101,V015,252,gpt-5.4,zero_shot,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-crafted vignette depicting PTSD following witnessed violence. It reads as a genuine personal narrative with rich detail about a 71-year-old man's experience. All DSM-5 criteria are explicitly present: Criterion A (witnessed violent assault), B (intrusive memories at work, nightmares, distress at cues), C (avoids route, avoids violent TV, avoids gatherings), D (shame, guilt, self-criticism, detachment from enjoyment), E (hypervigilance, exaggerated startle, sleep disturbance, irritability), and G (functional impairment in work concentration, social withdrawal). Ehlers & Clark components are also well-represented including sense of current threat (""danger as close, random, always about to break through""), negative appraisals (self-blame for freezing, ""should be stronger""), fragmented memory intrusions (""in his mind he is back on that street""), maladaptive strategies (avoidance, hypervigilance as safety behavior), and specific triggers (raised voices, dropped boxes, young men arguing)."
2026-05-12T13:45:50.936449,claude-opus-4-5-20251101,V016,311,qwen3.6-35b,zero_shot,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-crafted vignette depicting PTSD following prolonged detention and torture. The narrative is richly detailed and reads as a genuine personal account rather than a symptom checklist. All DSM-5 criteria are explicitly present: Criterion A (11 days of interrogation/torture), Criterion B (nightmares with sensory details - cold metal, dripping water, taste of rust), Criterion C (avoidance of talking about ""the nights,"" leaving husband who asked questions), Criterion D (emotional numbing, detachment, inability to look at mother's photos), Criterion E (hypervigilance - sleeping facing door with knife, exaggerated startle to mop bucket, tremors). Ehlers & Clark components are also well-represented: sense of current threat (""the part of her that waits for the next blow""), specific triggers (pneumatic presses, metal cups, boots on earth, air conditioner frequency), and maladaptive strategies (compulsive hand-washing, avoidance, isolation). The memory quality is conveyed through sensory fragments rather than coherent narrative."
2026-05-12T13:46:00.828889,claude-opus-4-5-20251101,V017,122,qwen3.6-35b,zero_shot,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-crafted vignette that presents a clear armed robbery trauma (Criterion A) with rich, explicit symptom presentation across all DSM-5 criteria. The narrative style is immersive and literary while remaining clinically grounded—showing intrusion symptoms (nightmare of alley becoming hospital corridor, jolting awake to car backfires), avoidance (avoiding the shortcut, back alley storage room), negative cognitions (loss of trust, feeling ""wound too tight,"" worry about becoming a burden), hyperarousal (exaggerated startle, hypervigilance with exit-scanning, sleep disturbance, checking locks), and clear functional impairment at work and in intimate relationships. Ehlers & Clark components are also well-represented, including sense of current threat (""world that could crack open""), specific triggers (rain scent, headlights, sudden touches), and maladaptive coping strategies (avoidance behaviors, safety behaviors like the knife on nightstand)."
2026-05-12T13:46:08.699514,claude-opus-4-5-20251101,V018,384,claude-sonnet-4-6,full,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-constructed vignette that reads as a genuine clinical narrative while explicitly demonstrating all DSM-5 PTSD criteria and Ehlers & Clark cognitive model components. The trauma memory is explicitly described as fragmented ""frozen frames"" rather than continuous narrative, the sense of current threat is clearly articulated (silence as danger signal, chronic hypervigilance), and the maintaining cycle between appraisals, strategies, and symptoms is explicitly mapped. The vignette also demonstrates sophisticated understanding of how avoidance strategies (restricting eating, refusing rest) prevent memory processing and maintain the disorder."
2026-05-12T13:46:20.332214,claude-opus-4-5-20251101,V019,384,gpt-4o-mini,full,3,3,3,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,"This vignette comprehensively covers DSM-5 PTSD criteria and Ehlers & Clark components with explicit detail. The traumatic assault is clearly described, along with intrusive memories (""snapshots""), avoidance behaviors, negative cognitions (guilt, self-blame, ""I deserve to suffer""), hypervigilance, and functional impairment in work and relationships. The vignette explicitly addresses sense of current threat, fragmented memory quality, negative appraisals, maladaptive coping strategies (eating restriction, avoidance, isolation), and triggers (silence, delays). However, the vignette is excessively repetitive—the same concepts about maladaptive strategies, guilt, and threat are restated multiple times—which detracts from its narrative quality and introduces some redundancy that could be confusing."
2026-05-12T13:46:31.933541,claude-opus-4-5-20251101,V020,149,gpt-4o-mini,zero_shot,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,1,1,1,1,"This is an exceptionally well-crafted vignette that presents a realistic case of PTSD following witnessed violence. It explicitly depicts Criterion A (witnessing a shooting), Criterion B (nightmares, intrusive replaying of the scene, faces morphing into the victim), Criterion C (avoidance of community events, suppressing memories), Criterion D (guilt about not intervening, detachment from wife, withdrawal), Criterion E (sleep disturbance, hypervigilance feeling watched/judged), and Criterion G (impaired work functioning, marital strain). The Ehlers & Clark components are also well-represented with explicit triggers (parolees' distress, stories of violence), negative appraisals (self-blame for not doing more), memory qualities (replaying on a loop), and maladaptive strategies (suppression, withdrawal, throwing himself into work). The sense of current threat is less explicitly stated—while he feels watched and vulnerable, there's no clear statement that he feels the trauma is still happening or the world is permanently unsafe."
2026-05-12T13:46:40.774579,claude-opus-4-5-20251101,V021,252,qwen2.5-32b,full,3,3,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,"This vignette is comprehensive and explicitly covers all DSM-5 criteria and Ehlers & Clark components. The traumatic event (witnessing violent assault), intrusion symptoms (triggered fear responses), avoidance (withdrawing from activities with grandchildren), negative cognitions (emotional numbness, institutional failure beliefs), hyperarousal (hypervigilance, startle responses), and functional impairment (work difficulties, relationship strain) are all clearly present. The E&C elements are well-articulated including fragmented memory, specific triggers, negative appraisals, and sense of current threat. However, the vignette reads somewhat formulaically with repetitive content and explicit labeling of psychological constructs (e.g., ""negative appraisals,"" ""self-reinforcing cycle""), which makes it feel more like a teaching case than an authentic clinical narrative."
2026-05-12T13:46:49.331809,claude-opus-4-5-20251101,V022,122,claude-haiku-4-5,full,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-constructed vignette that reads as a genuine personal narrative while explicitly demonstrating all DSM-5 PTSD criteria and Ehlers & Clark cognitive model components. The vignette excels at showing the maintenance cycles—how hypervigilance reinforces threat beliefs, how avoidance confirms danger appraisals, and how intrusive memories are triggered by specific sensory cues (cologne). Negative appraisals (""I am broken,"" ""the world is fundamentally dangerous,"" ""I can't trust my own judgment"") and functional impairment (work difficulties, relationship strain, social withdrawal) are clearly articulated. The narrative quality is strong, with rich contextual details that ground the case clinically without becoming a symptom checklist."
2026-05-12T13:46:57.792712,claude-opus-4-5-20251101,V023,239,gpt-5.4-mini,no_formulation,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-constructed vignette that reads as a genuine clinical narrative rather than a symptom checklist. It explicitly depicts a terrorism-related trauma (Criterion A), vivid re-experiencing with ""nowness"" quality (Criterion B, EC memory), avoidance of news and reminders (Criterion C, EC strategies), self-blame and negative cognitions (Criterion D, EC appraisals), and marked hypervigilance with scanning and startle responses (Criterion E). Specific triggers are clearly identified (gunshots, uniforms, military talk), and functional impairment at work is evident. The sense of ongoing threat is explicitly conveyed through his carrying a weapon and constant vigilance."
2026-05-12T13:47:07.219489,claude-opus-4-5-20251101,V024,122,qwen2.5-32b,no_formulation,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,"This vignette is comprehensive and well-constructed, clearly depicting a mugging as the traumatic event with explicit intrusion symptoms (triggered by footsteps, shadows, scents), avoidance behaviors (avoiding going out), hypervigilance (scanning surroundings, looking behind), negative cognitions (cannot trust others, perpetually miserable), and functional impairment (work performance, relationship strain). The Ehlers & Clark components are well-represented including specific triggers (olfactory cues, footsteps, shadows), fragmented memory (losing train of thought when recounting), maladaptive strategies (avoidance, fawning, overworking), and negative appraisals. The inclusion of ""fawning"" and ""magical thinking"" terminology feels slightly clinical/didactic rather than naturalistic, which slightly detracts from the narrative quality."
2026-05-12T13:47:17.129795,claude-opus-4-5-20251101,V025,239,gemini-2.5-flash,zero_shot,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-crafted vignette depicting chronic PTSD following a bombing. It excels in presenting a rich personal narrative with explicit DSM-5 criteria: clear traumatic exposure (Criterion A), vivid flashbacks triggered by smells and sounds (B), avoidance of news, conversations, and the plaza (C), guilt, detachment, emotional numbing, and diminished interest (D), hypervigilance, exaggerated startle, irritability, and sleep disturbance (E), and functional impairment in work and relationships (G). Ehlers & Clark components are also well-represented, including sense of current threat (""low-level threat assessments""), negative appraisals (survivor guilt), fragmented memory that feels present (""he's back on that street""), maladaptive coping (avoidance, throwing himself into work), and specific triggers (antiseptic smell, sirens, loud noises)."
2026-05-12T13:47:27.359102,claude-opus-4-5-20251101,V026,149,gemini-2.5-flash,no_formulation,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-constructed vignette that presents a realistic institutional betrayal trauma with clear PTSD symptomatology. The narrative effectively portrays DSM-5 criteria including the traumatic event (physical aggression, threats), intrusion symptoms (heart racing at triggers), avoidance (pushing memory away, avoiding routes near police stations), negative cognitions (betrayal beliefs, loss of trust in institutions), and hyperarousal (hypervigilance, exaggerated startle, constant scanning). Ehlers & Clark components are explicitly present including fragmented memory (""like trying to grasp smoke,"" ""only remembering parts""), specific triggers (people misbehaving, work stress, unusual silence), negative appraisals (institutional betrayal, ""deeply unfair""), and maladaptive strategies (avoidance of reminders, withdrawal). Functional impairment is clearly documented across work, marriage, and social domains."
2026-05-12T13:47:35.361787,claude-opus-4-5-20251101,V027,299,qwen2.5-32b,full,3,3,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,"This vignette explicitly covers DSM-5 criteria and Ehlers & Clark components with clear examples (e.g., blood/medical equipment as triggers, hypervigilance, avoidance, fragmented memory, negative appraisals about injustice). However, it reads somewhat like a theoretical case study designed to illustrate PTSD concepts rather than a natural clinical narrative. The language is overly explanatory (e.g., ""maladaptive strategies further perpetuate the cycle of threat"") which makes it feel more like a textbook example than a genuine patient presentation. The focus on injustice/institutional failure is somewhat unusual and may not be the most representative PTSD presentation."
2026-05-12T13:47:45.394699,claude-opus-4-5-20251101,V028,299,gpt-5.4,zero_shot,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-crafted vignette depicting PTSD following a child's life-threatening illness. It reads as a genuine personal narrative with rich contextual detail while clearly demonstrating all DSM-5 criteria: traumatic exposure (Criterion A - witnessing son's serious illness), intrusion symptoms (nightmares of son gasping, involuntary memories triggered by hospital-related cues), avoidance (avoiding hospital district, turning off TV scenes), negative cognitions (world feels fragile, loss of trust in ordinary happiness, guilt/shame about irritability), and hyperarousal (hypervigilance about health symptoms, exaggerated startle to ambulance sounds, sleep disturbance, irritability). Ehlers & Clark components are also well-represented: sense of current threat (""the crisis has never fully become past tense,"" ""part of her remains in that hospital room""), negative appraisals (""the world feels fragile and unpredictable""), memory quality (reliving as if present), maladaptive strategies (avoidance, excessive checking), and specific triggers (ambulance sounds, hospital-related conversations, delayed text responses)."
2026-05-12T13:47:53.676158,claude-opus-4-5-20251101,V029,299,deepseek-chat,zero_shot,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-crafted vignette that reads as a genuine clinical narrative while explicitly demonstrating all DSM-5 criteria and Ehlers & Clark components. The trauma memory quality is vividly shown (hearing the oncologist's voice, feeling the vinyl chair as if present), with clear triggers (refrigerator hum, hospital parking lot, rubbing alcohol smell), extensive avoidance behaviors, and negative appraisals (""something in her has not survived,"" inability to understand why she cannot move on despite her son's survival). Functional impairment is evident in her inability to work in her shop and sleep disturbance. The sense of current threat is explicitly stated: ""she feels as though she is still sitting in that vinyl chair, waiting for news that will never come."""
2026-05-12T13:48:08.095821,claude-opus-4-5-20251101,V030,252,claude-haiku-4-5,full,3,3,3,3,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,"This is an exceptionally well-crafted vignette that reads as a genuine personal narrative while explicitly demonstrating nearly all DSM-5 and Ehlers & Clark components. The traumatic event (witnessing a knife attack on his daughter-in-law), intrusion symptoms (being pulled back to the stairwell by triggers), hyperarousal (flinching, startle responses, hypervigilance), negative cognitions (belief that institutions failed, self-blame for ""failure in the stairwell""), emotional numbing, and functional impairment (isolation from family, wife's fear of his ""absence"") are all clearly present. The vignette explicitly describes fragmented memory (""the details scatter,"" ""the sequence dissolves"") and a sense of current threat (""as if danger is perpetually imminent""). The only notable absence is explicit avoidance behavior (Criterion C), though hypervigilance as a maladaptive strategy is well-documented."
2026-05-12T13:48:19.248691,claude-opus-4-5-20251101,V031,149,qwen3.6-35b,no_formulation,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-crafted vignette that presents a compelling narrative of a parole officer traumatized by police violence against him. The vignette explicitly demonstrates all DSM-5 criteria including the traumatic event (violent restraint during mistaken warrant service), intrusion symptoms (heart pounding, being pulled back to ""that cold floor""), avoidance (avoiding wellness seminars, routing through back alleys, pushing memories away), negative cognitions (distrust of the system, belief that order-keepers turned on him without consequence), hyperarousal (hypervigilance tracking exits and hands, exaggerated startle to sounds), and functional impairment (unable to complete intake session, deteriorating work relationships). Ehlers & Clark components are also well-represented: fragmented memory (""photograph left too long in the sun""), sense of current threat (quiet rooms feel charged, stillness as precursor to danger), negative appraisals (system betrayal), maladaptive strategies (avoidance, withdrawal), and specific triggers (stillness, sudden sounds, disorder)."
2026-05-12T13:48:28.882290,claude-opus-4-5-20251101,V032,149,gemini-2.5-flash,full,3,3,3,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,"This vignette is comprehensive and explicitly covers all DSM-5 criteria and Ehlers & Clark components. The traumatic event (witnessing police brutality) is clearly described, along with intrusion symptoms (triggers activating alarm), avoidance (avoiding areas, pushing memory away), negative cognitions (betrayal, injustice, world is unsafe), and hyperarousal (scanning, startle, heart racing). Functional impairment is evident in work performance and family relationships. The Ehlers & Clark elements are particularly well-represented with explicit descriptions of fragmented memory, sense of current threat, negative appraisals, triggers, and maladaptive strategies. However, the vignette reads somewhat artificially with italicized technical terms throughout, making it feel more like a teaching document than a natural clinical narrative. The repetitive cycling through concepts, while illustrating maintenance cycles, creates some redundancy."
