timestamp,judge_model,vignette_id,persona_id,model,condition,clarity,relevance,importance,g1_grounded,g2_narrative,g3_explicit,g4_relevant,dsm_a,dsm_b,dsm_c,dsm_d,dsm_e,dsm_g,ec_threat,ec_appraisals,ec_memory,ec_strategies,ec_triggers,rationale
2026-05-12T14:11:23.417803,claude-opus-4-5-20251101,V011,239,claude-haiku-4-5,zero_shot,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This vignette excels in showing the full internal logic of PTSD in an older professional. The trauma (terrorist attack) leads to specific beliefs about safety being something he can only ""construct through meticulous control,"" which drives specific behaviors (rigid routines, early arrival, avoidance of crowds/news/fireworks), which maintain his PTSD by preventing disconfirmation. The occupational impairment is particularly well-drawn—his hands shaking during dental procedures connects his professional identity to his trauma in a way that feels observed rather than constructed. Triggers are specific and sensory (car backfire, fireworks), and the memory quality is explicit (""crystalline clarity"" of the morning, fragmented sensory details of the storage room). The final line articulates the core cognitive distortion beautifully."
2026-05-12T14:11:34.654578,claude-opus-4-5-20251101,V012,252,qwen3.6-35b,zero_shot,3,3,3,3,3,3,3,1,1,1,1,1,1,1,0,1,1,1,"This vignette is exceptionally well-crafted, depicting a 71-year-old man with chronic PTSD from witnessing a shooting 40 years prior. The internal logic is fully traceable: the trauma (witnessing violent death at work) leads to specific beliefs (the world is waiting for ""the next crack""), which drive specific behaviors (scanning parking lots, positioning near doors, avoiding the main entrance), which maintain hyperarousal through constant vigilance. Triggers are vividly specific—the scanner beep, the crack of dropped crackers, sudden shouts—and the sensory memory quality is explicit (brutal clarity of details, the memory replaying rather than being recalled). The only missing Ehlers & Clark component is explicit negative self-appraisals; the ""hollow space where certainty used to be"" suggests changed worldview but not explicit self-blame or defectiveness beliefs. The detail of returning to the register ""because the rhythm of counting out change feels like a way to rebuild order"" beautifully illustrates a maladaptive coping strategy that keeps him exposed to triggers."
2026-05-12T14:11:45.807514,claude-opus-4-5-20251101,V013,149,deepseek-reasoner,no_formulation,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This vignette is exceptionally well-constructed, tracing a clear line from a specific trauma (assault by a trusted colleague during a joint operation) through to specific beliefs (institutional betrayal, the badge no longer feeling like his), specific behaviors (scanning rooms, avoiding joint operations, skipping gatherings), and specific maintaining factors (interoceptive conditioning where his own racing heart triggers re-experiencing, avoidance that has led to professional consequences). The internal logic is fully visible: the betrayal by a trusted colleague explains why hypervigilance extends to all professional contexts; the institutional failure to hold anyone accountable explains the calcified sense of injustice. The detail about his own heartbeat becoming a trigger—transporting him back to ""those seconds on the ground, waiting for the next blow""—is a clinically sophisticated observation that teaches something about interoceptive conditioning that a trainee would not easily get from a textbook. Functional impairment is explicit (written warning, wife's fear, social withdrawal)."
2026-05-12T14:11:55.595896,claude-opus-4-5-20251101,V014,112,gpt-5.4-mini,no_formulation,3,3,3,3,3,3,3,1,1,1,1,0,1,1,1,1,1,1,"This vignette excels in showing the internal logic of PTSD maintenance: the trauma memory's fragmented, unreal quality (""belonged to someone else""), the specific sensory triggers (brackish floodwater taste, neck aches, headlines), and how these drive avoidance and isolation. The connection between derealization of the trauma, hypervigilance to bodily sensations, and the belief that others cannot understand creates a coherent maintenance cycle. The detail about physical sensations triggering fear that ""something bad was happening again"" beautifully illustrates the sense of current threat. The only notable absence is explicit hyperarousal symptoms (sleep disturbance, startle response), though the vigilance to bodily states partially captures this domain."
2026-05-12T14:12:05.903038,claude-opus-4-5-20251101,V015,252,gpt-5.4,zero_shot,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-constructed vignette that traces a clear internal logic from witnessed trauma to shattered assumptions about safety to hypervigilant monitoring behaviors that maintain the sense of current threat. The specific details are idiosyncratic and grounded—the cashier position that now feels ""exposed,"" losing track of numbers on the register because he's mentally back on the street, sitting only where he can face entrances. The vignette explicitly shows how his negative appraisals (shame about freezing, self-criticism that he ""should be stronger"") deepen isolation, and how his coping strategies (constant scanning, avoidance of the route, monitoring strangers) maintain rather than relieve his hyperarousal. The trauma memory intrudes with sensory vividness (""hears the shouting again just as he is drifting off""). Every detail serves the clinical picture."
2026-05-12T14:12:18.180140,claude-opus-4-5-20251101,V016,311,qwen3.6-35b,zero_shot,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-crafted vignette that traces a clear line from prolonged detention and torture (Criterion A) through to specific sensory triggers (pneumatic presses syncing with heartbeat, metal clinks, boots on earth), intrusive re-experiencing (dreams with sensory fragments—cold metal, dripping water, taste of rust), avoidance (cannot discuss the nights, divorced husband to avoid questions, eats alone in stairwell), negative cognitions (cannot look at mother's photos, feels alienated from the world), and hyperarousal (sleeps facing door with knife, flinches at mop bucket, tremors, startle to fire alarms). The internal logic is fully visible: the specific torture conditions created specific sensory triggers that now activate in her factory work, and her coping strategies (repetitive work, isolation, hypervigilance rituals) maintain rather than resolve her distress. The detail that ""the grease on her coveralls feels like dried blood"" and her compulsive hand-washing shows how sensory confusion maintains current threat. Every detail serves the clinical picture."
2026-05-12T14:12:29.174047,claude-opus-4-5-20251101,V017,122,qwen3.6-35b,zero_shot,3,3,2,3,2,3,2,1,1,1,1,1,1,1,0,1,1,1,"This vignette is richly detailed and grounded in specific, idiosyncratic details—the veterinary clinic setting, the knife on the nightstand, the specific triggers like dog whines and reaching into exam rooms. DSM criteria are well-covered with clear traumatic event, intrusion (nightmare of alley becoming hospital corridor), avoidance (shortcut, back alley storage room), hyperarousal (startle to car backfires, sleep disturbance), and functional impairment at work and in intimacy. However, the internal logic connecting trauma to specific beliefs is only partially developed—we see what they do but not fully why these particular meanings emerged. The mention of Middle Eastern family and Arabic-speaking mother adds atmosphere but doesn't connect to the PTSD presentation, creating minor noise. The vignette teaches standard PTSD presentation well but lacks the deeper mechanistic insight that would elevate it to exceptional learning value."
2026-05-12T14:12:38.781898,claude-opus-4-5-20251101,V018,384,claude-sonnet-4-6,full,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-constructed vignette that traces a complete and coherent internal logic from trauma to belief to behavior to maintenance. The specific detail of silence as the lodged sensory trigger, the punishment logic driving food restriction, and the explicit articulation of how avoidance of rest prevents memory processing demonstrate sophisticated understanding of PTSD maintenance cycles. The vignette shows rather than tells — the frozen images, the guilt-saturated memories feeding appraisals, the hypervigilance-appraisal feedback loop — making it highly valuable for clinical teaching. Every detail serves the clinical picture, from her work context to the specific moment of freezing in the storage room doorway."
2026-05-12T14:12:47.734193,claude-opus-4-5-20251101,V019,384,gpt-4o-mini,full,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,"This vignette explicitly covers all DSM-5 criteria and Ehlers & Clark components, with clear descriptions of the assault trauma, intrusive ""snapshot"" memories, avoidance behaviors, guilt/shame cognitions, hypervigilance, and functional impairment in her ministry work. However, the vignette is significantly weakened by excessive repetition—the same points about restrictive eating, rigid routines, and avoidance are restated multiple times verbatim, making it read more like a didactic illustration than a clinical narrative. The internal logic connecting trauma to belief to behavior is present but stated rather than shown, and the repetitive structure dilutes what could be a compelling case into a formulaic presentation."
2026-05-12T14:12:58.024185,claude-opus-4-5-20251101,V020,149,gpt-4o-mini,zero_shot,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,1,1,1,"This vignette presents a clear traumatic event (witnessing a police shooting) and covers multiple DSM criteria including intrusion (nightmares, replaying the scene), avoidance (withdrawing from social activities, suppressing memories), negative cognitions (guilt about not intervening), hyperarousal (sleep disturbance, hypervigilance at work), and functional impairment (marital distance, social withdrawal). However, the writing is overly literary and generic—phrases like ""shadows of the past loom large"" and ""healing is a journey fraught with challenges"" read as formulaic rather than clinically specific. The internal logic is partially visible (work triggers memories, guilt drives avoidance) but the specific beliefs maintaining his PTSD are described in broad strokes rather than with clinical precision. The trigger mechanism (parolees' faces morphing into the victim's) is noted but not deeply explored."
2026-05-12T14:13:08.160218,claude-opus-4-5-20251101,V021,252,qwen2.5-32b,full,2,2,2,2,2,2,2,1,0,0,1,1,1,1,1,1,0,1,"The vignette describes a clear traumatic event and covers multiple PTSD domains with some specificity (hypervigilance to doors/babies crying, fragmented memory, emotional numbing, institutional betrayal beliefs). However, it reads more like a clinical summary than a personal narrative—symptoms are named and explained rather than shown in action. The repetitive structure (triggers mentioned multiple times, same examples recycled) and explicit labeling of Ehlers & Clark components (""negative appraisals,"" ""fragmented memories"") give it a textbook quality. Notably absent are clear intrusion symptoms (flashbacks, nightmares) and avoidance behaviors. The connection between triggers and the original trauma (why babies crying specifically?) is asserted but not convincingly grounded."
2026-05-12T14:13:17.909212,claude-opus-4-5-20251101,V022,122,claude-haiku-4-5,full,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This vignette is exceptional in its explicit articulation of the cognitive-behavioral maintenance cycles central to Ehlers & Clark's model. The internal logic is fully traceable: the assault leads to beliefs about fundamental unsafety and unpredictability, which drive hypervigilance and avoidance, which in turn reinforce the sense of threat and strengthen intrusive memories. Specific triggers (cologne smell), specific avoidance behaviors (driving 15 extra minutes, declining evening shifts), and the way ""magical thinking"" minimization coexists with catastrophic appraisals are all shown rather than merely stated. The vignette explicitly names how each coping strategy backfires—a teaching point that goes well beyond textbook descriptions."
2026-05-12T14:13:29.333753,claude-opus-4-5-20251101,V023,239,gpt-5.4-mini,no_formulation,3,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,"This vignette is well-written with specific, grounded details—the dentist scanning exits in his clinic, watching patients' hands, carrying a weapon, the specific triggers of uniforms and gunshot sounds on TV. DSM criteria are clearly present: terrorism exposure (A), vivid re-experiencing with present-tense quality (B), avoidance of news and conversations (C), self-blame and rumination (D), hypervigilance and startle (E), and functional impairment at work (G). Ehlers & Clark components are also explicit: current threat sense, negative appraisals through self-blame, fragmented memory quality, maladaptive strategies (weapon-carrying, avoidance), and specific triggers. However, the internal logic connecting trauma to belief to behavior is only partially developed—we see what he does but the specific beliefs driving the self-blame and why carrying a weapon maintains rather than resolves his distress are not fully traced. The vignette teaches solid PTSD presentation but lacks the deeper mechanistic insight that would elevate it to exceptional learning value."
2026-05-12T14:13:39.226680,claude-opus-4-5-20251101,V024,122,qwen2.5-32b,no_formulation,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,"This vignette covers all major DSM-5 criteria and Ehlers & Clark components, but does so in a somewhat formulaic, textbook-like manner. The trauma (mugging) is clearly described, and symptoms like intrusive memories triggered by footsteps/shadows, hypervigilance, avoidance, negative beliefs about self and others, and functional impairment are all present. However, the narrative reads more like a case study constructed to illustrate PTSD features than a lived clinical experience. The ""fawning"" behavior is named explicitly rather than shown organically, and the summary paragraph at the end reinforces the checklist quality. While the olfactory triggers and workplace proximity to trauma site add some specificity, the internal logic connecting trauma to beliefs to behaviors remains somewhat generic rather than deeply idiosyncratic to this particular person."
2026-05-12T14:13:50.118042,claude-opus-4-5-20251101,V025,239,gemini-2.5-flash,zero_shot,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-constructed vignette that traces a coherent 20-year trajectory of PTSD following a bombing. The internal logic is fully visible: the trauma (witnessing a bombing, walking away in dissociative shock) leads to specific beliefs (the world is precarious, danger can erupt without warning), which drive specific behaviors (hypervigilance, scanning exits, avoiding the plaza and news), which are maintained by specific strategies (throwing himself into the controlled environment of dental work, emotional numbing). The vignette shows how his coping strategy of emotional walling-off later compounds his grief when Elena dies. Specific sensory triggers (antiseptic mingling with phantom smoke, the whir of the drill) are idiosyncratic and clinically rich. The detail that his hands ""usually so steady"" trembled during procedures shows functional impairment in a way specific to this person's identity as a dentist."
2026-05-12T14:14:00.219049,claude-opus-4-5-20251101,V026,149,gemini-2.5-flash,no_formulation,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This vignette excels in showing the internal logic of PTSD in a professional whose identity was shattered by institutional betrayal. The trauma—being threatened and dismissed by fellow officers—directly connects to his specific triggers (police stations, people misbehaving, work stress), his fragmented memory (""like trying to grasp smoke""), and his negative appraisals about institutions failing him. The detail about unusual silence triggering danger anticipation, and avoiding routes past police stations, shows idiosyncratic presentation. The vignette demonstrates how his hypervigilance maintains his distress and how his professional role as a parole officer creates constant re-exposure. A minor consideration is whether the index trauma fully meets Criterion A severity, though the threat and institutional betrayal context makes this clinically plausible."
2026-05-12T14:14:11.520113,claude-opus-4-5-20251101,V027,299,qwen2.5-32b,full,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,"This vignette explicitly covers all DSM-5 criteria and Ehlers & Clark components, but reads more like a textbook illustration than a lived clinical case. The language is formulaic (""maladaptive strategies,"" ""perpetuate the cycle of threat and negative appraisals"") and the vignette explicitly labels theoretical constructs rather than showing them through specific, idiosyncratic detail. While the maintenance cycle is described, it feels constructed to demonstrate the model rather than observed from clinical experience. The specific triggers (blood, medical equipment) are concrete, but the emotional and cognitive content remains generic—""sense of injustice,"" ""belief that the world is inherently unsafe""—without the particularity that would anchor this to Samantha specifically rather than any parent who experienced a child's medical crisis."
2026-05-12T14:14:22.569342,claude-opus-4-5-20251101,V028,299,gpt-5.4,zero_shot,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This is an exceptionally well-constructed vignette that traces a clear internal logic from trauma (witnessing her son's life-threatening illness) through specific beliefs (the world is fragile, happiness can be snatched away, vigilance is necessary) to maintaining behaviors (hypervigilant monitoring of family health, avoidance of hospital district and medical content, excessive phone checking). The vignette excels at showing how her coping strategies—constant surveillance of loved ones, scanning for danger even on good days—maintain rather than resolve her sense of threat. Particularly valuable is the depiction of how social invalidation (""he survived, be grateful"") compounds her isolation and prevents processing. The sensory specificity (fluorescent lights, disinfectant smell, stiff chair, sweat-soaked waking) and idiosyncratic details (going blank when customers mention illness, the tightening voice when her son mentions fatigue) make this feel observed rather than constructed."
2026-05-12T14:14:33.771357,claude-opus-4-5-20251101,V029,299,deepseek-chat,zero_shot,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This vignette excels in showing PTSD following a prolonged medical trauma with a positive outcome—a presentation that challenges the assumption that recovery should follow survival. The internal logic is fully traceable: the 18-month hospital vigil created sensory memories (fluorescent lights, vinyl chair, antiseptic smell, IV pump beeping) that now intrude unbidden, triggered by mundane sounds (refrigerator hum, microwave clock) that share acoustic qualities with hospital equipment. The specific detail of hearing the oncologist's voice saying ""fifty percent chance"" when a customer asks about a vase price beautifully illustrates how intrusions hijack ordinary moments. The vignette explicitly shows the maintaining cycle: her concealment from husband and son prevents processing, her avoidance of photographs and the hospital parking lot prevents habituation, and her self-critical appraisal (""I should be happy"") compounds her distress. The sensory specificity—cold vinyl, buzzing fluorescents, the sound of her own screaming with mouth closed—demonstrates fragmented, present-tense trauma memory rather than integrated narrative."
2026-05-12T14:14:44.741465,claude-opus-4-5-20251101,V030,252,claude-haiku-4-5,full,3,3,3,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,"This vignette excels in tracing a coherent internal logic from trauma to belief to behavior to maintenance. The specific triggers (doors, baby cries) connect meaningfully to the index trauma; the fragmented memory feeds his belief that something is broken; the institutional betrayal (no accountability) fuels his conviction that the world is dangerous and protectors have failed; hypervigilance becomes both symptom and maintaining strategy. The emotional numbing and relational withdrawal are shown as consequences that confirm his self-blame. The only notable absence is explicit avoidance behavior (Criterion C)—he does not avoid hospitals, stairwells, or reminders, though his hypervigilance could be seen as a form of safety behavior. Overall, this is a richly detailed, clinically grounded vignette that teaches the maintenance cycle in action."
