timestamp,judge_model,vignette_id,persona_id,model,condition,clarity,relevance,importance,g1_grounded,g2_narrative,g3_explicit,g4_relevant,dsm_a,dsm_b,dsm_c,dsm_d,dsm_e,dsm_g,ec_threat,ec_appraisals,ec_memory,ec_strategies,ec_triggers,rationale
2026-05-12T14:21:51.141521,claude-opus-4-7,V018,384,claude-sonnet-4-6,full,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This vignette demonstrates exceptional internal coherence — you can trace the line from the assault, to the fragmented frozen-frame memory, to the guilt-saturated appraisals, to the punishment-logic strategies (food restriction, refusal to rest) that prevent memory processing, to the hypervigilance that the strategies maintain. Each Ehlers & Clark component is explicitly shown with specific detail (the ""thick, suspended, wrong"" silence as trigger; relaxation experienced as exposure; the mutual reinforcement of threat and appraisal). The freezing in the storage room doorway concretely anchors functional impairment, and the disclosed shame to her husband adds clinically rich detail about social withdrawal without being extraneous."
2026-05-12T14:21:59.330798,claude-opus-4-7,V019,384,gpt-4o-mini,full,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,"The vignette explicitly covers all DSM-5 criteria and Ehlers-Clark components, with notable specificity around the rigid eating control as a maladaptive coping strategy and the snapshot-like quality of the memory. However, it is severely repetitive — the same points about eating restriction, route planning, and self-blame are restated 4-5 times each, which obscures clarity and reads as padded rather than crafted. The internal logic (assault → guilt/self-blame → control via restriction → reinforced threat) is visible, but the constant restating dilutes rather than deepens it."
2026-05-12T14:22:07.919562,claude-opus-4-7,V020,149,gpt-4o-mini,zero_shot,3,2,2,2,2,3,2,1,1,1,1,1,1,0,1,1,1,1,"The vignette covers all DSM-5 PTSD criteria explicitly — witnessing the shooting, intrusive replay, nightmares, avoidance of community events and fishing, guilt and isolation, sleep disturbance, and clear functional impairment. It also shows triggers (distressed parolees morphing into the victim's face), maladaptive coping (throwing himself into work to suppress memories), and a guilt-laden appraisal. However, the writing is somewhat literary and atmospheric (""shadows loom large,"" ""fragility of life"") rather than rooted in idiosyncratic clinical detail, and the internal logic linking belief → behavior → maintenance is only partially developed. Current threat sense is not clearly shown."
2026-05-12T14:22:15.518591,claude-opus-4-7,V021,252,qwen2.5-32b,full,2,2,2,2,2,3,2,1,0,0,1,1,1,1,1,1,0,1,"The vignette explicitly names PTSD components (triggers, fragmented memory, hypervigilance, negative appraisals) and shows their interplay, which aids learning. However, it is repetitive and somewhat formulaic, restating the same cycle multiple times rather than building a vivid personal narrative. Intrusion symptoms (flashbacks/nightmares) and clear avoidance behaviors are notably absent, and maladaptive coping strategies are not specifically depicted."
2026-05-12T14:22:24.838927,claude-opus-4-7,V022,122,claude-haiku-4-5,full,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"The vignette traces a clear and coherent line from the assault to specific beliefs (world is dangerous, self is broken, cannot trust own judgment), to behaviours (compulsive scanning, avoidance, overcompliance), to maintaining cycles (avoidance confirms danger; scanning reinforces threat; rumination sharpens the memory). Concrete sensory detail (cologne triggers in the clinic, the paper bag with sparrow supplies) anchors it in lived experience, and the Ehlers-Clark maintenance loops are explicitly named. A minor weakness is that the maintenance mechanisms are sometimes spelled out almost didactically, which slightly nudges it toward instructional rather than purely narrative writing, but the depth and internal logic are excellent."
2026-05-12T14:22:34.732309,claude-opus-4-7,V023,239,gpt-5.4-mini,no_formulation,3,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,"This vignette is clear, well-structured, and explicitly demonstrates all DSM-5 criteria and Ehlers-Clark components, with concrete triggers (gunshot sounds, uniforms, military talk), a vividly described ""happening now"" memory quality, self-blame appraisals, and maladaptive strategies (carrying a weapon, avoidance). The clinical picture is grounded and recognizable. However, the internal logic is only partially developed — we see what Armando does and that it maintains his vigilance, but the specific link between his dentist identity, his prior sense of safety, and why these particular triggers carry the weight they do is not deeply drawn, leaving it somewhat closer to a thorough symptom illustration than a fully mechanistic case formulation."
2026-05-12T14:22:41.967130,claude-opus-4-7,V024,122,qwen2.5-32b,no_formulation,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,"The vignette covers all DSM-5 criteria and Ehlers-Clark components explicitly, with concrete triggers (olfactory cues, footsteps, shadows) and a clear maintaining cycle (avoidance via overwork, fawning). However, the writing is somewhat formulaic and ends with a summary paragraph that reads like a checklist rather than a narrative. Some clinical labels (e.g., ""fawning"", ""magical thinking"") are inserted didactically rather than emerging organically from the patient's experience."
2026-05-12T14:22:50.308071,claude-opus-4-7,V025,239,gemini-2.5-flash,zero_shot,3,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,"The vignette is rich, specific, and covers all DSM-5 criteria and Ehlers & Clark components with concrete sensory detail (smell of antiseptic mingling with phantom smoke, the dental drill triggering startle). It depicts a chronic, late-life trajectory with grief compounding numbing, which is clinically valuable. However, the internal logic linking trauma → specific beliefs → maintaining behaviors is only partly developed; we see avoidance and overwork as comfort but less about the specific beliefs that sustain the cycle, making it more illustrative than mechanistically instructive."
2026-05-12T14:22:59.010211,claude-opus-4-7,V026,149,gemini-2.5-flash,no_formulation,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"A well-constructed vignette with a clear internal logic linking institutional betrayal to negative appraisals, avoidance, and hypervigilance. The fragmented memory, specific triggers (police stations, workplace stress, unusual silence), and maintaining behaviors (route avoidance, social withdrawal) are explicitly shown. Whether Criterion A is strictly met is debatable — being shoved and verbally threatened may not constitute the DSM-5 threshold of ""actual or threatened death/serious injury/sexual violence"" — but it is at least arguably present."
2026-05-12T14:23:07.088682,claude-opus-4-7,V027,299,qwen2.5-32b,full,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,"The vignette covers all DSM-5 criteria and Ehlers & Clark components, with specific triggers (blood, needles, drips) and a clear precipitating event (customer with medical equipment). However, it reads more like a theoretical exposition of the Ehlers & Clark model than a personal narrative—repeatedly naming ""negative appraisals,"" ""maladaptive strategies,"" and ""cycle of threat"" rather than showing them. The repetition and meta-commentary about cycles weaken the narrative flow and make it feel formulaic rather than clinically observed."
2026-05-12T14:23:15.966843,claude-opus-4-7,V028,299,gpt-5.4,zero_shot,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"This vignette presents a nuanced and less typical PTSD presentation — trauma from witnessing a child's life-threatening illness — with rich specificity (hospital corridors, language difficulty under fear, the phone in hand). The internal logic is tightly traced: from the helplessness of watching her son's body fail, to her present-day catastrophising about loved ones' minor symptoms, to her shifted worldview (""a person who is always waiting for bad news""). All DSM criteria and E&C components are shown in action through concrete behaviours (ambulance freezing, avoiding hospital district, hypervigilant calls to son) rather than just named. Particularly valuable for teaching is how the survival outcome paradoxically isolates her grief and maintains the threat sense."
2026-05-12T14:23:25.221724,claude-opus-4-7,V029,299,deepseek-chat,zero_shot,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,"A richly drawn vignette that illustrates PTSD arising from a prolonged medical caregiving trauma — an under-recognised but clinically important presentation. The internal logic is fully traceable: the threat that ""never resolved"" emotionally despite the son's survival, the sensory triggers (refrigerator hum, rubbing alcohol, vinyl chairs) tied to specific hospital memories, the silent avoidance maintained by cultural stoicism and concealment from her husband. Every detail serves the clinical picture, and the final line (""waiting for news that will never come"") captures the frozen sense of current threat that defines the Ehlers-Clark model."
2026-05-12T14:23:33.270948,claude-opus-4-7,V030,252,claude-haiku-4-5,full,3,3,2,2,3,3,3,1,1,0,1,1,1,1,1,1,1,1,"The vignette traces a clear internal logic from trauma to fragmented memory to appraisals of institutional failure and personal defectiveness, and shows how hypervigilance and triggers maintain the conviction of ongoing danger. DSM-5 Criterion C (avoidance) is notably absent — Kahu remains in public-facing work and there is no clear behavioural or cognitive avoidance described, which is a meaningful gap. Some phrasing leans toward literary rather than observed-clinical detail, but the case is coherent, specific, and explicit about most PTSD features."
